,Unnamed: 0,rank,tax_id,tax_name,colind,CC11CM15,CC11CM49,CC11CM87,CC11CM64,CC11CM85,CC11CM97,CC11CM80,CC11CM24,CC11CM41,CC11CM67,CC11CM6,CC11CM90,CC11CM18,CC11CM4,CC11CM13,CC11CM14,CC11CM51,CC11CM65,CC11CM74,CC11CM45,CC11CM50,CC11CM34,CC11CM84,CC11CM27,CC11CM78,CC11CM32,CC11CM81,CC11CM20,CC11CM75,CC11CM12,CC11CM28,CC11CM30,CC11CM68,CC11CM66,CC11CM58,CC11CM61,CC11CM22,CC11CM95,CC11CM17,CC11CM70,CC11CM86,CC11CM88,CC11CM54,CC11CM60,CC11CM16,CC11CM48,CC11CM35,CC11CM91,CC11CM1,CC11CM99,CC11CM72,CC11CM79,CC11CM94,CC11CM82,CC11CM93,CC11CM39,CC11CM42,CC11CM0,CC11CM76,CC11CM69,CC11CM2,CC11CM57,CC11CM63,CC11CM62,CC11CM44,CC11CM37,CC11CM33,CC11CM53,CC11CM9,CC11CM23,CC11CM55,CC11CM59,CC11CM73,CC11CM38,CC11CM25,CC11CM46,CC11CM5,CC11CM83,CC11CM11,CC11CM36,CC11CM26,CC11CM43,CC11CM8,CC11CM19,CC11CM3,CC11CM98,CC11CM77,CC11CM89,CC11CM10,CC11CM71,CC11CM21,CC11CM92,CC11CM29,CC11CM56,CC11CM52,CC11CM96,CC11CM47,CC11CM31,CC11CM40,CC11CM7
518,518,genus,162289,Peptoniphilus,GU993268.1.1287,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,519,species,1510,Thermoclostridium stercorarium,HC879889.1.1506,,,,,,,,,,,,,213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,520,species,1304,Streptococcus salivarius,HM596286.1.1523,,,,,,,,,,,,,1049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,521,genus,216851,Faecalibacterium,HQ457032.1.1405,,,,,,,,,,,,,2112.0,,,,,,,,,,,,,,,,,2989.0,,,,,,5516.0,,,,,,,,13180.0,,,,,1343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3278.0,858.0,,4719.0,,,,,,,,,,,,,,,,,4762.0,
522,522,genus,1506553,Lachnoclostridium,JAGQ01000002.1287696.1289206,,,,,,,,,,,,,245.0,,,,,,,,,,,,,,,,,,,,,1457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,523,genus,1678,Bifidobacterium,JGYQ01000004.374.1866,,,,,,,,,,,,,714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,607.0,,,,,,
524,524,genus,1678,Bifidobacterium,JNKM01000001.1.1222,,,,,,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,525,genus,836,Porphyromonas,JQJB01000006.235548.237086,,,,,,,,,,,,,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,526,genus,1578,Lactobacillus,JX099549.1.1437,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,527,genus,816,Bacteroides,NR_041642.1,,,,,,,,,,,,,2286.0,,,,,,,,,5659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.0,,,,,,1600.0,,,,,,,,,,,216.0,,,,,,
528,528,genus,1884934,Paramaledivibacter,NR_041887.1,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,529,genus,1505663,Erysipelatoclostridium,NR_043550.1,,,,,,,,,,,,,131.0,,,,,144.0,,,178.0,7.0,,,,,,,,,,,,,,,,,,,,754.0,,,,,,,,,,232.0,,357.0,384.0,,,,,,175.0,,,,,264.0,,,,,,,,,,,,,298.0,,54.0,,,,,243.0,,,,,,,,,66.0,,,,81.0,
530,530,genus,577310,Parasutterella,AB370250.1.1494,,,,,,,,,,,,,,280.0,,,,,,,,,,,,,,,,1247.0,1702.0,,,,,,819.0,1956.0,,,,,,,,,,,837.0,,,,,,,,,,,,,1702.0,,,,,,,,,,,,,,,,1339.0,,,,,,,,,,,,,,2487.0,,,,,,,,
531,531,genus,375288,Parabacteroides,AB470343.1.1485,,,,,,,,,,,,,,2291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3120.0,,,,,,,799.0,,,
532,532,genus,572511,Blautia,AB534168.1.1492,,,,,,,,,,,,,,808.0,,,,,,,,,,,,,,,,,,,,,,,,,464.0,2311.0,,,,,,,,,,2639.0,,,4371.0,28.0,,,,,,989.0,,,,569.0,,,,,,,,,,,,,,,,,,263.0,,,,3576.0,,,,,691.0,,,,,,,,,
533,533,genus,816,Bacteroides,AB599944.1.1409,,,,,,,,,,,,,,6957.0,,,,,,,,,,,,1154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,534,family,186804,Peptostreptococcaceae,ABEZ02000021.84162.85652,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,2.0,,,,,,1.0,,,,,3.0,,2.0,,,,,,,,,,3.0,,,,,,,,
535,535,genus,397864,Barnesiella,ADLE01000018.404213.405732,,,,,,,,,,,,,,842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.0,,,,,,,,,,
536,536,genus,1730,Eubacterium,AF064242.1.1469,,,,,,,,,,,,,,353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,537,genus,816,Bacteroides,AGXH01000075.3269.4788,,,,,,,,,,,,,,2359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,538,genus,133925,Olsenella,AJ251324.1.1433,,,,,,,,,,,,,,237.0,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,539,genus,1350,Enterococcus,AJAS01000002.402945.404493,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,540,genus,459786,Oscillibacter,AP012044.1864519.1866052,,,,,,,,,,,,,,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.0,,,,688.0,,,,,
541,541,genus,816,Bacteroides,ASSN01000008.242418.243933,,,,,,,,,,,,,,3021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,542,genus,544,Citrobacter,CDQV01000608.414.1935,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,
543,543,genus,122277,Pectobacterium,CP001790.3846865.3848395,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,544,genus,904,Acidaminococcus,EF028681.1.1367,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,545,genus,816,Bacteroides,EU722740.1.1489,,,,,,,,,,,,,,1642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,546,genus,162289,Peptoniphilus,GU440754.1.1451,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,547,genus,1578,Lactobacillus,HQ322270.1.1542,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,548,genus,1506553,Lachnoclostridium,JAGQ01000002.1024911.1026421,,,,,,,,,,,,,,563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.0,,,,,,,,,,,,,,,,,,,
549,549,genus,82976,Buttiauxella,JCNJ01000004.638592.640119,,,,,,,,,,,,,,191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,550,genus,1505663,Erysipelatoclostridium,JMLH01000122.103.1607,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,551,genus,836,Porphyromonas,JQJF01000002.263493.265031,,,,,,,,,,,,,,362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,552,genus,2147,Acholeplasma,NR_042960.1,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,11.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,553,genus,838,Prevotella,NR_114305.1,,,,,,,,,,,,,,3480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,554,genus,836,Porphyromonas,AB034799.1.1494,,,,,,,,,,,,,,,345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.0,,,,,,,,,,,,,,,,,,,,,,
555,555,genus,283168,Odoribacter,AB547649.1.1485,,,,,,,,,,,,,,,752.0,,,,,,,,,,182.0,,,,,,,,,,,,,,,,,,,204.0,,,,,,,,,,,,,,,,,,,,190.0,,,,,,,,46.0,,,,,,,,,,,,,,668.0,,,,,,,,,,,355.0,,,
556,556,genus,816,Bacteroides,AB599948.1.1408,,,,,,,,,,,,,,,3496.0,,,,,,,,,,,,,,,,,884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,557,family,186804,Peptostreptococcaceae,AB638443.1.1464,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,558,genus,29465,Veillonella,AB639141.1.1524,,,,,,,,,,,,,,,318.0,,,,,131.0,,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,201.0,34.0,
559,559,order,186802,Clostridiales,AB649276.1.1495,,,,,,,,,,,,,,,288.0,246.0,,,,,90.0,,,,256.0,,357.0,364.0,,23.0,172.0,,,,34.0,240.0,,560.0,,,,267.0,96.0,,,,237.0,,76.0,680.0,,,,283.0,128.0,,95.0,,307.0,,,113.0,,270.0,,286.0,254.0,,,,330.0,,,94.0,,,147.0,,,468.0,122.0,,200.0,,,,,,311.0,,183.0,,,359.0,64.0,,,,109.0,
560,560,genus,397864,Barnesiella,ADLE01000015.1593.3112,,,,,,,,,,,,,,,1729.0,,,,,,,,,2148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092.0,,,,,,
561,561,genus,1301,Streptococcus,AEVF01000016.3351.4884,,,,,,,,,,,,,,,698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,562,genus,816,Bacteroides,AGXV01000052.146972.148482,,,,,,,,,,,,,,,1518.0,,,489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.0,,,,,,,,,,,,,,,,,,,,699.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,563,genus,1301,Streptococcus,AJ621053.1.1486,,,,,,,,,,,,,,,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,564,genus,848,Fusobacterium,AJ867034.1.1455,,,,,,,,,,,,,,,926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,565,order,186802,Clostridiales,AQOB01000015.415037.416554,,,,,,,,,,,,,,,71.0,,76.0,,,,,,90.0,,,,,,,,,,10.0,,,,80.0,187.0,,144.0,,,,,,,249.0,,7.0,229.0,,,,,,,76.0,,,,,,,95.0,133.0,,,25.0,,,,,,5.0,,,,,,,,,43.0,,256.0,,,,23.0,,,,,,,,,177.0,138.0,
566,566,genus,239759,Alistipes,ARFY01000032.606843.608350,,,,,,,,,,,,,,,735.0,,,,,,,,,,,,,,,,,,,,,,462.0,,,,,,,,,,,,,,,2628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,567,genus,816,Bacteroides,AY126616.1.1493,,,,,,,,,,,,,,,716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,568,genus,239934,Akkermansia,AY271254.1.1433,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.0,,,43.0,,,,,,,,,721.0,,,,,,,,,,,,,,,829.0,,,,,,,,,,,,,,1029.0,,,,,,,,,,,,,,,
569,569,species,1244,Leuconostoc gelidum,AY675244.1.1542,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,570,genus,816,Bacteroides,BAJS01000049.3577.5109,,,,,,,,,,,,,,,567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.0,,,,,,,,,,,,,,,,,,,,
571,571,genus,816,Bacteroides,DQ497991.1.1430,,,,,,,,,,,,,,,825.0,,,,,,,,,,3106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,572,genus,816,Bacteroides,EU136684.1.1926,,,,,,,,,,,,,,,1186.0,,,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129.0,,,,,,,,,
573,573,species,1303,Streptococcus oralis,FN568063.173675.175212,,,,,,,,,,,,,,,2400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,574,genus,29465,Veillonella,GQ422726.1.1540,,,,,,,,,,,,,,,128.0,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,575,genus,33024,Phascolarctobacterium,HW161114.148.1610,,,,,,,,,,,,,,,119.0,,,,,,,,,,,,,407.0,,,,,,,,339.0,,,,,,,,,,,741.0,,874.0,,,,,,,316.0,,,,,,,,,,,548.0,379.0,,,,,,109.0,,,,,,,,,,,,739.0,,,,,,,,,,,,,,
576,576,genus,1427378,Acetatifactor,HW313945.1.1495,,,,,,,,,,,,,,,324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,,,596.0,,,,,,,,,,297.0,,,,,,,,,,,,,
577,577,genus,1678,Bifidobacterium,JGZD01000001.60829.62315,,,,,,,,,,,,,,,113.0,,,,,,,,,,,,,,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,578,genus,1301,Streptococcus,JJHE01000001.186473.188009,,,,,,,,,,,,,,,519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,579,genus,816,Bacteroides,JN084209.1.1374,,,,,,,,,,,,,,,973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,580,genus,1678,Bifidobacterium,JQ805705.1.1567,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,581,genus,1505663,Erysipelatoclostridium,NR_029247.1,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,,,
582,582,genus,816,Bacteroides,NR_041446.1,,,,,,,,,,,,,,,513.0,,,,,,,,,,,,,,,,,,1948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4661.0,1197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,583,genus,165779,Anaerococcus,NR_114314.1,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,584,genus,1485,Clostridium,NR_114879.1,,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,585,genus,270497,Catabacter,NR_115269.1,,,,,,,,,,,,,,,11.0,,8.0,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
586,586,genus,2304693,Pseudoclostridium,NR_119284.1,,,,,,,,,,,,,,,1120.0,324.0,,,,,,,,,,,,,,,,516.0,,,,,,,,,,,,,,,,,,,,,,1642.0,,,,,,123.0,,,,473.0,,,398.0,,,,,,,,,,662.0,,,,,,,,,,,,,,,,,,933.0,,,,,
587,587,genus,1380,Atopobium,S44205.1.1376,,,,,,,,,,,,,,,142.0,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,,,,,,,,,,,,,,,,,,,,,,,
588,588,genus,459786,Oscillibacter,AB238598.1.1453,,,,,,,,,,,,,,,,868.0,,,,,1634.0,143.0,974.0,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,589,family,186804,Peptostreptococcaceae,ABEZ02000015.506.1996,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,,,,,,,,,3.0,,1.0,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
590,590,genus,816,Bacteroides,ABIY02000050.88545.90060,,,,,,,,,,,,,,,,4941.0,,,,,,,,,,,,,,,,,,,,,634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203.0,,
591,591,genus,29465,Veillonella,ACIK02000004.1283.2833,,,,,,,,,,,,,,,,221.0,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,
592,592,genus,1301,Streptococcus,AQYA01000005.3403.4939,,,,,,,,,,,,,,,,666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,
593,593,genus,1301,Streptococcus,ARCG01000072.3692.5227,,,,,,,,,,,,,,,,896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.0,,,,,,,,,,,,,,,,
594,594,species,818,Bacteroides thetaiotaomicron,AY895187.1.1351,,,,,,,,,,,,,,,,801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,595,genus,816,Bacteroides,CDQR01002417.3665.5159,,,,,,,,,,,,,,,,1166.0,,,,,,,,,,,,5951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,596,genus,239934,Akkermansia,CP001071.320473.321977,,,,,,,,,,,,,,,,238.0,,,,,,,,,,,,,962.0,,,1228.0,,,,927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1542.0,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,597,genus,904,Acidaminococcus,CP001859.1715395.1716939,,,,,,,,,,,,,,,,112.0,64.0,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,
598,598,species,102684,Streptococcus infantarius,DQ232530.1.1470,,,,,,,,,,,,,,,,1374.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,599,genus,946234,Flavonifractor,EU541435.1.1481,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,113.0,,,,,,,,,,,,,,,,311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,,,,,
600,600,genus,1350,Enterococcus,GU457262.1.1290,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,601,genus,816,Bacteroides,JGDS01000068.360.1874,,,,,,,,,,,,,,,,895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,602,genus,162289,Peptoniphilus,JN657222.1.1286,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
603,603,genus,375288,Parabacteroides,JNHP01000007.52.1562,,,,,,,,,,,,,,,,860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,604,species,1336,Streptococcus equi,JQ726493.1.1406,,,,,,,,,,,,,,,,3080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,605,genus,1380,Atopobium,KC999391.1.1344,,,,,,,,,,,,,,,,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,606,genus,1350,Enterococcus,KF574955.1.1460,,,,,,,,,,,,,,,,245.0,,,,,,,586.0,,,,,,345.0,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,,,,,645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.0,,,,,,
607,607,genus,1678,Bifidobacterium,KJ463394.1.1373,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.0,,,,,,,,
608,608,genus,122277,Pectobacterium,KJ744311.1.1358,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
609,609,genus,2093,Mycoplasma,KM462158.1.1470,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,610,genus,29465,Veillonella,NR_025762.1,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,63.0,,,63.0,,,69.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,,,126.0,,,,,,,,,,,,,,174.0
611,611,genus,816,Bacteroides,NR_112938.1,,,,,,,,,,,,,,,,1012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
